Year,Value,Units,Series
2020,387316.0,million passenger-kilometre,passenger transport
2021,412861.0,million passenger-kilometre,passenger transport
2022,447744.0,million passenger-kilometre,passenger transport
2023,451432.0,million passenger-kilometre,passenger transport
2020,8137.0,million tonne-kilometres,freight transport
2021,8254.0,million tonne-kilometres,freight transport
2022,8710.0,million tonne-kilometres,freight transport
2023,8480.0,million tonne-kilometres,freight transport
