Year,Value,Series
2010,,index der ländlichen anbindung
2011,,index der ländlichen anbindung
2012,,index der ländlichen anbindung
2013,,index der ländlichen anbindung
2014,,index der ländlichen anbindung
2015,99.9,index der ländlichen anbindung
2016,99.9,index der ländlichen anbindung
2017,99.9,index der ländlichen anbindung
2018,99.9,index der ländlichen anbindung
2019,99.9,index der ländlichen anbindung
