Year,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Value
2009/10,,,,8685.6081850000
2010/11,,,,13353.5479250000
2011/12,,,,14849.8101730000
2012/13,,,,16379.3222425865
2013/14,,,,15284.6691609595
2014/15,,,,14841.5449196385
2015/16,,,,14578.2795513871
2016/17,,,,14591.2548283834
2017/18,,,,17774.5125853249
2018/19,,,,13759.8149675510
2019/20,,,,14600.4110889164
2020/21,,,,15219.1870623746
2021/22,,,,19120.0000000000
2022/23,,,,23317.0000000000
2023/24,,,,18516.1294285782
