Year,Time series,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Value
2016,Protection of biodiversity and landscape (COFOG 5.4),,,,63.4
2018,Protection of biodiversity and landscape (COFOG 5.4),,,,64.5
2020,Protection of biodiversity and landscape (COFOG 5.4),,,,65.5
2016,Cultural services (COFOG 8.2),,,,97.9
2018,Cultural services (COFOG 8.2),,,,98.0
2020,Cultural services (COFOG 8.2),,,,97.9
