Year,Value,Units,Series
2010,19.6,Micrograms per cubic meters,population weighted annual mean levels of pm10
2011,19.5,Micrograms per cubic meters,population weighted annual mean levels of pm10
2012,17.0,Micrograms per cubic meters,population weighted annual mean levels of pm10
2013,17.6,Micrograms per cubic meters,population weighted annual mean levels of pm10
2014,17.1,Micrograms per cubic meters,population weighted annual mean levels of pm10
2015,15.9,Micrograms per cubic meters,population weighted annual mean levels of pm10
2016,15.4,Micrograms per cubic meters,population weighted annual mean levels of pm10
2017,15.3,Micrograms per cubic meters,population weighted annual mean levels of pm10
2018,,Micrograms per cubic meters,population weighted annual mean levels of pm10
